45,2019-02-03,2019-02-09,in progress,37.72,adjust hybrid performance; fix broken tow hooks; ,Rundofase,19V090000
46,2019-02-03,2019-02-16,pending,381.69,add knee airbags; adjust climate control; ,Toughzap,
47,2019-02-03,2019-02-05,completed,158.6,fix external temperature display; reduce fuel consumption; ,Zoomit,00V371000
48,2019-02-04,2019-02-10,completed,205.57,install dusk-sensing headlights; repair direct injection system; ,Rundofase,
49,2019-02-04,2019-02-04,pending,29.08,attach exterior camera; replace crankcase ventilation filter; ,Toughzap,
50,2019-02-05,2019-02-19,pending,58.17,install intelligent alternator; adjust block heater; ,Newex,
51,2019-02-06,2019-06-18,completed,761.97,fix deceleration system; replace stabilizer bar; ,Cancity,
52,2019-02-06,2019-02-18,in progress,177.94,check drive axle boots; install turbocharger; ,Toughzap,
53,2019-02-06,2019-02-06,pending,39.58,install optional equipment; change speaker configuration; ,Zencorporation,03V509000
54,2019-02-07,2019-02-18,completed,386.05,fix nvh dampening system; ,Toughzap,
55,2019-02-07,2019-02-21,completed,142.41,fix power activated release; change timing belt; ,Zoomit,
56,2019-02-09,2019-02-11,pending,161.04,reduce carbon footprint; install separate rear audio; ,Cancity,
57,2019-02-10,2019-02-12,in progress,17.5,change brake linings; adjust climate control; ,Newex,13V114000
58,2019-02-10,2019-02-10,in progress,41.57,change speaker configuration; adjust retractable mirrors; ,Zumgoity,
59,2019-02-10,2019-02-12,completed,14.72,attach exterior camera; change wheel cylinders; ,Zumgoity,14V753000
60,2019-02-11,2019-02-24,completed,278.93,fix external temperature display; correct abs; ,Toughzap,
61,2019-02-12,2019-02-17,in progress,90.05,fix broken tow hooks; refurbish power steering; ,Cancity,
62,2019-02-12,2019-02-23,completed,83.15,replace catalytic converter; replace crankcase ventilation filter; ,Fasehatice,
63,2019-02-12,2019-02-17,pending,107.95,install separate rear audio; adjust low fuel warning indicator; ,Zumgoity,
64,2019-02-13,2019-03-13,completed,337.14,change purge valve; ,Toughzap,
65,2019-02-13,2019-02-14,completed,158.6,fix sunroof; fix ventilated seats; ,Toughzap,
66,2019-02-14,2019-02-17,in progress,137.05,fix nvh dampening system; fix steering damper; ,Zencorporation,
67,2019-02-15,2019-02-16,pending,41.7,change purge valve; configure audio remote control; ,Cancity,11V510000
68,2019-02-15,2019-02-17,pending,34.84,adjust retractable mirrors; fix ventilated seats; ,Toughzap,
69,2019-02-15,2019-02-17,in progress,25.78,repair cooled seats; set up auto-delay headlights; ,Zencorporation,04V133000
70,2019-02-16,2019-02-20,pending,90.1,attach seat extension; set up satellite radio; ,Cancity,
71,2019-02-16,2019-02-23,in progress,166.85,change memory settings of the onboard computer; correct abs; ,Rundofase,
72,2019-02-16,2019-02-24,completed,444.9,change pcv filter/pcv valve; install smoked glass; ,Zumgoity,
73,2019-02-17,2019-03-20,pending,366.73,set up auto-delay headlights; ,Newex,
74,2019-02-18,2019-02-18,in progress,20.85,install dusk-sensing headlights; install active pedestrian protection system; ,Newex,
75,2019-02-18,2019-02-18,in progress,79.3,install vanity mirrors; repair shiftable automatic transmission; ,Toughzap,
76,2019-02-18,2019-02-25,pending,10.13,replace stabilizer bar; change oil filter; ,Zencorporation,06V328000
77,2019-02-19,2019-02-24,completed,396.5,repair direct injection system; set up gyro sensor; ,Fasehatice,
78,2019-02-19,2019-02-20,pending,34.84,repair seatbelt force limiters; fix external temperature display; ,Rundofase,
79,2019-02-19,2019-02-21,completed,68.52,adjust adaptive cruise control; install optional equipment; ,Zencorporation,
80,2019-02-20,2019-02-23,completed,87.25,change speaker configuration; attach seat extension; ,Rundofase,
81,2019-02-20,2019-03-14,pending,715.07,change pcv filter/pcv valve; set up auto-delay headlights; ,Toughzap,
82,2019-02-21,2019-02-23,completed,47.43,refurbish power steering; fix rear defroster; ,Cancity,
83,2019-02-21,2019-03-03,completed,684.28,prevent fuel pump shutoff; ,Newex,
84,2019-02-21,2019-02-28,pending,14.56,fix nvh dampening system; make polarization coating; ,Zencorporation,
85,2019-02-22,2019-02-26,pending,89.95,replace crankcase ventilation filter; ,Newex,
86,2019-02-22,2019-02-24,completed,24.15,fix cylinder head bolts; change purge valve; ,Rundofase,
87,2019-02-22,2019-02-26,pending,22.51,improve engine performance; adjust reverse tilt mirrors; ,Zencorporation,
88,2019-02-22,2019-03-03,pending,141.32,correct abs; replace radiator core & ac condenser; ,Zoomit,
89,2019-02-23,2019-02-23,pending,17.42,adjust turn signals; change speaker configuration; ,Cancity,
90,2019-02-23,2019-02-25,completed,20.85,install on-board diagnosis system; ,Fasehatice,
91,2019-02-23,2019-03-01,completed,128.15,improve cylinder configuration; ,Zencorporation,
92,2019-02-23,2019-02-28,completed,35.6,install vanity mirrors; set up gyro sensor; ,Zumgoity,
93,2019-02-24,2019-02-24,completed,17.42,reconfigure service reminder light; adjust adaptive cruise control; ,Cancity,
94,2019-02-24,2019-03-01,in progress,167.91,adjust adaptive cruise control; adjust seat belts tension; ,Fasehatice,
95,2019-02-24,2019-02-24,completed,29.08,refurbish power steering; install optional equipment; ,Fasehatice,
96,2019-02-24,2019-03-01,in progress,68.52,install dusk-sensing headlights; adjust ignition timing; ,Newex,14V753000
97,2019-02-25,2019-03-29,in progress,1430.67,replace liftgate window; refurbish power steering; ,Cancity,
98,2019-02-25,2019-03-09,completed,444.9,reduce carbon footprint; replace stabilizer bar; ,Zencorporation,09V277000
99,2019-02-25,2019-03-01,completed,57.06,reduce fuel consumption; adjust block heater; ,Zencorporation,05V353000
100,2019-02-25,2019-02-25,pending,29.08,replace liftgate window; adjust traction control system; ,Zencorporation,
101,2019-02-25,2019-02-27,completed,41.57,change purge valve; add knee airbags; ,Zoomit,
102,2019-02-25,2019-03-02,in progress,237.9,repair seatbelt force limiters; change coolant; ,Zoomit,
103,2019-02-25,2019-02-26,completed,17.42,adjust accelerator pedal linkage; ,Zoomit,
104,2019-02-25,2019-03-02,in progress,268.39,replace crankcase ventilation filter; adjust climate control; ,Zoomit,
105,2019-02-25,2019-02-26,pending,66.74,replace crankcase ventilation filter; install intelligent alternator; ,Zumgoity,
106,2019-02-26,2019-02-26,completed,20.85,adjust ignition timing; install active pedestrian protection system; ,Fasehatice,
107,2019-02-26,2019-02-27,completed,37.72,adjust climate control; adjust low fuel warning indicator; ,Rundofase,
108,2019-02-26,2019-04-19,completed,31.81,configure universal remote control; adjust adaptive cruise control; ,Zoomit,
109,2019-02-26,2019-02-26,pending,24.15,improve cylinder configuration; improve engine performance; ,Zoomit,
110,2019-02-26,2019-03-04,completed,154.42,change timing belt; ,Zoomit,
111,2019-02-27,2019-03-05,pending,65.17,change steering rack; fix external temperature display; ,Rundofase,
112,2019-02-27,2019-03-02,completed,55.79,adjust retractable mirrors; add knee airbags; ,Rundofase,09V357000
113,2019-02-27,2019-04-04,pending,2242.78,adjust climate control; repair cooled seats; ,Rundofase,
114,2019-02-27,2019-02-28,completed,66.74,change speaker configuration; attach spoiler; ,Toughzap,08V016000
115,2019-02-27,2019-03-13,pending,131.65,refurbish power steering; set up auto-delay headlights; ,Toughzap,
116,2019-02-27,2019-03-09,completed,117.85,replace diverter valve; change memory settings of the onboard computer; ,Zumgoity,
117,2019-02-27,2019-03-04,completed,52.51,repair seatbelt force limiters; ,Zumgoity,
118,2019-02-28,2019-03-08,completed,125.94,fix cylinder head bolts; attach seat extension; ,Fasehatice,
119,2019-02-28,2019-02-28,in progress,136.73,change memory settings of the onboard computer; make polarization coating; ,Toughzap,
120,2019-02-28,2019-03-01,in progress,17.42,prevent fuel pump shutoff; fix broken tow hooks; ,Zumgoity,
121,2019-03-01,2019-03-02,in progress,14.56,fix power activated release; ,Rundofase,18V042000
122,2019-03-02,2019-03-02,in progress,44.29,change steering rack; make polarization coating; ,Fasehatice,
123,2019-03-02,2019-03-02,in progress,18.86,fix air filter restriction indicator; add knee airbags; ,Rundofase,18V188000
124,2019-03-02,2019-03-02,in progress,17.42,change air conditioner refrigerant; adjust retractable mirrors; ,Rundofase,
125,2019-03-03,2019-03-06,pending,34.26,replace ace filter; replace serpentine belt; ,Fasehatice,
126,2019-03-03,2019-03-06,pending,67.54,change pcv filter/pcv valve; upgrade navigation system; ,Fasehatice,
127,2019-03-03,2019-03-05,completed,66.74,fix steering damper; make polarization coating; ,Newex,05V248000
128,2019-03-03,2019-03-04,pending,18.86,fix rear hvac; install smoked glass; ,Zumgoity,
129,2019-03-04,2019-03-04,completed,53.68,change timing belt; change oil filter; ,Cancity,
130,2019-03-04,2019-03-05,pending,158.6,add knee airbags; install dusk-sensing headlights; ,Fasehatice,
131,2019-03-04,2019-03-11,in progress,45.34,adjust traction control system; replace tail lights; ,Zencorporation,02V238000
132,2019-03-04,2019-03-20,completed,265.73,install turbocharger; improve cylinder configuration; ,Zumgoity,
133,2019-03-04,2019-03-05,pending,27.89,replace timing belt tensioner; fix external temperature display; ,Zumgoity,
134,2019-03-04,2019-03-28,completed,1287.98,replace water pump; ,Zumgoity,
135,2019-03-05,2019-03-19,completed,459.95,adjust climate control; install roof spoiler; ,Fasehatice,
136,2019-03-05,2019-03-05,pending,37.89,fix cylinder head bolts; adjust reverse tilt mirrors; ,Fasehatice,
137,2019-03-05,2019-03-05,in progress,53.68,adjust traction control system; install separate rear audio; ,Zoomit,16V836000
138,2019-03-05,2019-03-05,in progress,14.56,replace serpentine belt; install separate rear audio; ,Zumgoity,
139,2019-03-06,2019-03-09,in progress,136.73,adjust seat belts tension; ,Cancity,
140,2019-03-06,2019-04-25,pending,216.42,attach seat extension; replace radiator core & ac condenser; ,Zencorporation,
141,2019-03-06,2019-03-07,pending,14.83,change purge valve; ,Zumgoity,18V229000
142,2019-03-08,2019-03-25,in progress,132.02,install curtain airbags; install optional equipment; ,Cancity,
143,2019-03-08,2019-03-10,completed,38.61,install dusk-sensing headlights; set up satellite radio; ,Toughzap,
144,2019-03-09,2019-04-07,completed,242.58,change pcv filter/pcv valve; adjust block heater; ,Zencorporation,
145,2019-03-09,2019-03-16,in progress,140.33,replace stabilizer bar; improve engine performance; ,Zoomit,18V844000
146,2019-03-10,2019-03-10,pending,136.73,prevent fuel pump shutoff; fix steering damper; ,Cancity,
147,2019-03-10,2019-03-13,in progress,99.18,reduce fuel consumption; change air conditioner refrigerant; ,Fasehatice,
148,2019-03-10,2019-03-12,completed,14.56,change oil filter; adjust climate control; ,Toughzap,
149,2019-03-10,2019-03-11,completed,79.3,replace fuel filter; replace steering column lock; ,Zencorporation,
150,2019-03-10,2019-04-09,pending,1300.13,replace ace filter; replace radiator core & ac condenser; ,Zumgoity,
151,2019-03-11,2019-03-12,pending,66.74,add knee airbags; fix broken tow hooks; ,Fasehatice,
152,2019-03-11,2019-03-12,pending,136.73,repair cooled seats; replace brake pedal spring; ,Fasehatice,19V115000
153,2019-03-11,2019-03-19,in progress,333.68,change purge valve; fix cylinder head bolts; ,Newex,17V014000
154,2019-03-12,2019-04-04,in progress,59.31,replace serpentine belt; fix broken tow hooks; ,Zencorporation,
155,2019-03-13,2019-04-29,completed,1462.36,fix external temperature display; add knee airbags; ,Fasehatice,13V228000
156,2019-03-13,2019-03-17,pending,102.52,fix ventilated seats; ,Fasehatice,
157,2019-03-13,2019-03-18,pending,157.13,add knee airbags; refurbish power steering; ,Newex,
158,2019-03-13,2019-03-24,completed,334.21,adjust accelerator pedal linkage; upgrade navigation system; ,Zumgoity,19V006000
159,2019-03-14,2019-04-04,in progress,75.78,adjust seat belts tension; repair direct injection system; ,Newex,
160,2019-03-14,2019-03-15,in progress,27.89,set up satellite radio; replace ace filter; ,Zoomit,18V525000
161,2019-03-14,2019-03-21,in progress,90.68,add heated windshield; fix broken tow hooks; ,Zumgoity,
162,2019-03-15,2019-03-15,completed,36.42,reduce blind spot; adjust climate control; ,Fasehatice,
163,2019-03-15,2019-03-16,completed,57.85,replace stabilizer bar; install smoked glass; ,Zencorporation,08V137000
164,2019-03-17,2019-03-20,completed,55.79,remove oversteer; install on-board diagnosis system; ,Newex,
165,2019-03-17,2019-03-18,completed,14.56,change air conditioner refrigerant; change timing belt; ,Zoomit,
166,2019-03-17,2019-03-19,in progress,52.51,add knee airbags; adjust hybrid performance; ,Zoomit,
167,2019-03-18,2019-03-20,completed,35.98,fix sunroof; ,Rundofase,
168,2019-03-18,2019-03-22,pending,132.86,fix deceleration system; adjust seat belts tension; ,Toughzap,
169,2019-03-18,2019-03-19,completed,57.85,adjust traction control system; ,Zencorporation,11V330000
170,2019-03-19,2019-03-19,completed,62.05,change coolant; fix ventilated seats; ,Zoomit,
171,2019-03-20,2019-03-28,in progress,167.91,attach spoiler; improve cylinder configuration; ,Cancity,
172,2019-03-20,2019-03-29,in progress,70.01,replace water pump; add heated windshield; ,Newex,
173,2019-03-20,2019-03-23,completed,115.69,correct abs; replace catalytic converter; ,Toughzap,09V357000
174,2019-03-21,2019-03-25,completed,33.37,install separate rear audio; install roof spoiler; ,Fasehatice,
175,2019-03-21,2019-04-22,in progress,50.63,adjust accelerator pedal linkage; add knee airbags; ,Fasehatice,
176,2019-03-21,2019-03-21,pending,14.72,install active pedestrian protection system; reduce blind spot; ,Newex,
177,2019-03-21,2019-03-22,completed,62.05,adjust reverse tilt mirrors; improve engine performance; ,Toughzap,
178,2019-03-21,2019-03-27,in progress,96.6,fix solar sunroof; reconfigure service reminder light; ,Zoomit,19V149000
179,2019-03-21,2019-04-30,pending,1494.83,set up gyro sensor; install active pedestrian protection system; ,Zumgoity,
180,2019-03-21,2019-03-22,pending,77.21,replace radiator core & ac condenser; add knee airbags; ,Zumgoity,
181,2019-03-22,2019-03-23,completed,38.04,replace ace filter; ,Cancity,13V114000
182,2019-03-22,2019-03-23,pending,14.56,repair shiftable automatic transmission; install vanity mirrors; ,Fasehatice,14E012000
183,2019-03-22,2019-03-24,pending,107.36,fix a-pillar; ,Toughzap,
184,2019-03-22,2019-04-26,in progress,612.65,change wheel cylinders; fix ventilated seats; ,Zencorporation,
185,2019-03-24,2019-03-25,pending,124.09,adjust block heater; install active pedestrian protection system; ,Cancity,
186,2019-03-24,2019-03-27,pending,43.68,fix deceleration system; install intelligent alternator; ,Cancity,09E025000
187,2019-03-24,2019-04-10,in progress,178.77,add knee airbags; adjust climate control; ,Rundofase,
188,2019-03-24,2019-04-04,in progress,316.87,install active pedestrian protection system; fix nvh dampening system; ,Zumgoity,
189,2019-03-24,2019-03-27,completed,115.69,repair direct injection system; change brake linings; ,Zumgoity,
190,2019-03-25,2019-04-15,in progress,735.02,replace tail lights; ,Zoomit,
191,2019-03-26,2019-04-13,completed,753.71,replace ace filter; install roof spoiler; ,Cancity,
192,2019-03-26,2019-03-28,in progress,46.86,install parking sensors; fix nvh dampening system; ,Fasehatice,
193,2019-03-26,2019-03-30,pending,90.68,change memory settings of the onboard computer; fix sunroof; ,Fasehatice,
194,2019-03-26,2019-04-19,pending,67.5,add knee airbags; set up satellite radio; ,Newex,
195,2019-03-26,2019-04-22,completed,988.45,change memory settings of the onboard computer; replace diverter valve; ,Rundofase,
196,2019-03-26,2019-03-30,pending,56.58,adjust accelerator pedal linkage; fix ventilated seats; ,Rundofase,08V214000
197,2019-03-26,2019-03-27,in progress,70.16,replace brake pedal spring; repair shiftable automatic transmission; ,Zoomit,
198,2019-03-27,2019-04-10,completed,54.06,attach exterior camera; replace radiator hoses; ,Cancity,
199,2019-03-27,2019-03-28,completed,15.28,reduce fuel consumption; replace radiator hoses; ,Fasehatice,
200,2019-03-27,2019-03-27,in progress,44.29,adjust climate control; fix external temperature display; ,Rundofase,
201,2019-03-28,2019-03-30,in progress,124.09,set up satellite radio; ,Fasehatice,
202,2019-03-28,2019-03-31,completed,105.25,fix ventilated seats; change memory settings of the onboard computer; ,Zoomit,
203,2019-03-28,2019-03-31,completed,27.89,adjust accelerator pedal linkage; repair cooled seats; ,Zumgoity,
204,2019-03-29,2019-03-31,completed,36.42,fix steering damper; change wheel cylinders; ,Cancity,
205,2019-03-29,2019-03-29,pending,38.61,replace crankcase ventilation filter; replace liftgate window; ,Fasehatice,
206,2019-03-29,2019-03-30,pending,29.12,replace crankcase ventilation filter; improve engine performance; ,Zencorporation,
207,2019-03-30,2019-04-01,completed,107.36,install turbocharger; ,Fasehatice,
208,2019-03-30,2019-03-31,in progress,28.92,fix sunroof; replace radiator hoses; ,Zencorporation,15V586000
209,2019-03-30,2019-03-31,pending,23.43,install anti-theft alarm; install parking sensors; ,Zumgoity,10V553000
210,2019-03-31,2019-04-01,in progress,124.09,replace fuel filter; fix nvh dampening system; ,Zencorporation,
211,2019-03-31,2019-04-07,pending,115.82,install separate rear audio; fix a-pillar; ,Zencorporation,
212,2019-04-01,2019-04-04,in progress,28.92,refurbish power steering; change coolant; ,Cancity,
213,2019-04-01,2019-04-07,in progress,127.23,adjust climate control; ,Newex,
214,2019-04-01,2019-04-04,in progress,30.38,adjust seat belts tension; refurbish power steering; ,Toughzap,
215,2019-04-02,2019-04-09,in progress,214.71,fix air filter restriction indicator; fix cylinder head bolts; ,Newex,
216,2019-04-02,2019-04-06,pending,61.39,replace fuel filter; repair seatbelt force limiters; ,Zencorporation,
217,2019-04-02,2019-05-02,pending,325.59,adjust adaptive cruise control; reduce blind spot; ,Zoomit,17V448000
218,2019-04-03,2019-07-05,completed,473.32,fix steering damper; change pcv filter/pcv valve; ,Rundofase,
219,2019-04-03,2019-04-04,pending,62.05,fix ventilated seats; set up gyro sensor; ,Toughzap,18V248000
220,2019-04-03,2019-04-13,in progress,778.58,replace fuel filter; fix deceleration system; ,Zencorporation,16V358000
221,2019-04-03,2019-04-08,in progress,70.29,fix power activated release; install separate rear audio; ,Zoomit,
222,2019-04-04,2019-04-08,completed,56.38,repair shiftable automatic transmission; fix a-pillar; ,Cancity,
223,2019-04-04,2019-04-14,in progress,132.45,install anti-theft alarm; replace steering column lock; ,Newex,
224,2019-04-04,2019-04-06,completed,15.28,change suspension fluid; adjust adaptive cruise control; ,Zumgoity,
225,2019-04-05,2019-04-15,completed,133.48,prevent fuel pump shutoff; change purge valve; ,Rundofase,
226,2019-04-05,2019-04-06,completed,75.78,fix nvh dampening system; add knee airbags; ,Toughzap,
227,2019-04-05,2019-04-16,pending,46.67,adjust retractable mirrors; repair direct injection system; ,Zumgoity,09E025000
228,2019-04-06,2019-04-09,completed,60.77,replace fuel filter; repair direct injection system; ,Newex,00V099000
229,2019-04-06,2019-04-06,in progress,46.14,install intelligent alternator; adjust hybrid performance; ,Zoomit,
230,2019-04-06,2019-04-06,pending,27.89,install vanity mirrors; fix external temperature display; ,Zumgoity,
231,2019-04-07,2019-04-07,pending,22.67,configure universal remote control; attach seat extension; ,Newex,
232,2019-04-07,2019-04-09,in progress,138.41,attach seat extension; attach spoiler; ,Zencorporation,
233,2019-04-08,2019-04-22,in progress,96.6,install smoked glass; ,Cancity,
234,2019-04-08,2019-04-11,completed,35.08,attach seat extension; remove oversteer; ,Fasehatice,
235,2019-04-08,2019-04-18,completed,551.51,set up auto-delay headlights; ,Zencorporation,07E021000
236,2019-04-08,2019-04-15,pending,76.08,fix sunroof; adjust accelerator pedal linkage; ,Zencorporation,
237,2019-04-09,2019-04-19,pending,75.43,adjust regenerative braking; adjust retractable mirrors; ,Zumgoity,
238,2019-04-09,2019-04-11,completed,142.37,install active pedestrian protection system; ,Zumgoity,
239,2019-04-10,2019-04-11,pending,88.58,reduce carbon footprint; reduce fuel consumption; ,Toughzap,
240,2019-04-11,2019-06-21,pending,2677,replace brake pedal spring; ,Zoomit,
241,2019-04-12,2019-09-21,in progress,824.81,replace fuel filter; upgrade navigation system; ,Cancity,
242,2019-04-12,2019-04-17,in progress,83.39,fix ventilated seats; ,Newex,13V314000
243,2019-04-12,2019-04-18,in progress,238.95,fix external temperature display; change purge valve; ,Toughzap,
244,2019-04-12,2019-04-13,in progress,37.72,remove oversteer; attach seat extension; ,Zencorporation,
245,2019-04-12,2019-04-22,completed,263.98,adjust adaptive cruise control; ,Zencorporation,05V303000
246,2019-04-12,2019-04-14,completed,89.39,change air conditioner refrigerant; fix a-pillar; ,Zumgoity,18V268000
247,2019-04-12,2019-04-15,completed,154.42,repair shiftable automatic transmission; change purge valve; ,Zumgoity,08V217000
248,2019-04-13,2019-04-15,pending,92.27,replace timing belt tensioner; install roof spoiler; ,Cancity,
249,2019-04-13,2019-04-16,completed,45.34,prevent fuel pump shutoff; adjust block heater; ,Toughzap,
250,2019-04-14,2019-05-09,in progress,667.35,adjust block heater; ,Zoomit,11V464000
251,2019-04-14,2019-04-15,pending,18.86,install turbocharger; ,Zoomit,
252,2019-04-15,2019-04-16,pending,30.38,change suspension fluid; change timing belt; ,Cancity,
253,2019-04-15,2019-05-01,completed,87.25,set up auto-delay headlights; ,Rundofase,
254,2019-04-15,2019-04-18,in progress,142.54,fix solar sunroof; repair shiftable automatic transmission; ,Toughzap,11V536000
255,2019-04-16,2019-04-20,completed,205.28,install curtain airbags; reduce blind spot; ,Newex,18V800000
256,2019-04-16,2019-04-16,completed,18.86,adjust ignition timing; adjust traction control system; ,Rundofase,
257,2019-04-16,2019-04-16,completed,15.28,adjust climate control; upgrade navigation system; ,Toughzap,
258,2019-04-16,2019-04-16,pending,47.46,install intelligent alternator; fix rear defroster; ,Zencorporation,19V188000
259,2019-04-16,2019-05-11,in progress,310.01,adjust hybrid performance; ,Zencorporation,
260,2019-04-17,2019-04-20,in progress,35.6,adjust seat belts tension; ,Fasehatice,06E043000
261,2019-04-17,2019-04-27,completed,65.12,install separate rear audio; replace brake pedal spring; ,Toughzap,
262,2019-04-17,2019-04-18,completed,25.79,configure audio remote control; change steering rack; ,Zencorporation,
263,2019-04-17,2019-04-24,completed,30.38,install separate rear audio; replace catalytic converter; ,Zumgoity,
264,2019-04-18,2019-04-22,in progress,94.91,adjust hybrid performance; install dusk-sensing headlights; ,Fasehatice,
265,2019-04-18,2019-04-18,pending,15.28,fix power activated release; repair cooled seats; ,Rundofase,19V052000
266,2019-04-18,2019-04-24,pending,133.48,replace ace filter; install roof spoiler; ,Zencorporation,05V222000
267,2019-04-19,2019-04-24,completed,54.46,replace radiator hoses; change wheel cylinders; ,Newex,
268,2019-04-19,2019-05-03,pending,563.76,adjust retractable mirrors; attach exterior camera; ,Newex,
269,2019-04-20,2019-04-24,pending,15.28,fix external temperature display; replace tail lights; ,Cancity,
270,2019-04-20,2019-05-05,pending,789.27,refurbish power steering; fix rear hvac; ,Fasehatice,
271,2019-04-20,2019-04-21,pending,45.61,change speaker configuration; ,Rundofase,
272,2019-04-20,2019-04-21,pending,14.71,install turbocharger; ,Toughzap,19V461000
273,2019-04-21,2019-04-22,pending,18.86,replace water pump; repair cooled seats; ,Fasehatice,
274,2019-04-21,2019-04-26,completed,137.54,replace serpentine belt; replace steering column lock; ,Newex,
275,2019-04-21,2019-04-26,pending,51.58,change air conditioner refrigerant; replace catalytic converter; ,Rundofase,
276,2019-04-21,2019-04-24,completed,56.58,fix a-pillar; change coolant; ,Toughzap,
277,2019-04-21,2019-05-01,in progress,145.67,install optional equipment; fix sunroof; ,Zoomit,04V046000
278,2019-04-21,2019-04-26,in progress,154.42,repair shiftable automatic transmission; fix rear hvac; ,Zumgoity,
279,2019-04-22,2019-05-20,in progress,625.92,adjust hybrid performance; configure universal remote control; ,Fasehatice,
280,2019-04-22,2019-04-22,pending,22.81,fix ventilated seats; fix deceleration system; ,Fasehatice,
